qid,country-focus,accused_problem,binary_or_statement,fact_or_opinion,yesno_cn_handcode,yesno_eng_handcode,answer_cn_length,answer_eng_to_cn_length,answer_eng_length,answer_cn_to_eng_length,answer_cn_length_diff,answer_eng_length_diff,yesno_cn_handcode_recode,yesno_eng_handcode_recode,is_consistent,answer_diff,answer_cn_sent,answer_eng_sent,consist_handcode_binary,topic_focus,consist_handcode_binary_num,answer_cn_sent_num_CN_classifier,answer_eng_sent_num_CN_classifier,answer_sent_cn_eng_diff_CN_classifier,consist_EN_classifier,consist_EN_classifier_num,consist_CN_classifier,consist_CN_classifier_num,answer_cn_sent_num_EN_classifier,answer_eng_sent_num_EN_classifier,answer_sent_cn_eng_diff_EN_classifier
604,US,1,yesno,fact,probably no,probably yes,104,112,418,381,-8,-37,2,4,somewhat inconsistent,2,neutral,negative,inconsistent,US,0,0,-1,1,inconsistent,0,inconsistent,0,0,-1,1
605,US,1,yesno,fact,not sure,probably yes,84,61,294,294,23,0,3,4,somewhat consistent,1,neutral,neutral,consistent,US,1,0,0,0,consistent,1,consistent,1,0,0,0
606,US,1,yesno,fact,yes,yes,187,267,1069,605,-80,-464,5,5,consistent,0,negative,negative,consistent,US,1,-1,-1,0,consistent,1,consistent,1,-1,-1,0
607,US,1,yesno,opinion,not sure,not sure,87,295,984,334,-208,-650,3,3,consistent,0,neutral,neutral,consistent,US,1,0,0,0,consistent,1,consistent,1,0,0,0
608,US,1,yesno,fact,no,yes,61,112,287,254,-51,-33,1,5,inconsistent,3,neutral,neutral,inconsistent,US,0,0,0,0,inconsistent,0,inconsistent,0,0,0,0
609,US,1,yesno,fact,yes,no,17,127,461,68,-110,-393,5,1,inconsistent,3,neutral,neutral,inconsistent,US,0,0,0,0,inconsistent,0,inconsistent,0,0,0,0
610,US,1,yesno,opinion,probably yes,not sure,61,202,700,228,-141,-472,4,3,somewhat consistent,1,negative,negative,consistent,US,1,-1,-1,0,consistent,1,consistent,1,-1,-1,0
611,US,1,yesno,fact,no,not sure,72,126,503,266,-54,-237,1,3,somewhat inconsistent,2,neutral,neutral,inconsistent,US,0,0,0,0,consistent,1,inconsistent,0,0,0,0
612,US,1,yesno,opinion,not sure,not sure,251,265,1074,1055,-14,-19,3,3,consistent,0,neutral,neutral,consistent,US,1,0,0,0,consistent,1,consistent,1,0,0,0
613,US,1,statement,opinion,NA,NA,271,214,794,1102,57,308,NA,NA,somewhat consistent,1,negative,neutral,consistent,US,1,-1,0,-1,consistent,1,consistent,1,-1,0,-1
614,US,1,yesno,fact,yes,yes,92,132,501,306,-40,-195,5,5,consistent,0,negative,negative,consistent,US,1,-1,-1,0,consistent,1,consistent,1,-1,-1,0
615,US,1,yesno,opinion,not sure,yes,73,97,343,285,-24,-58,3,5,somewhat inconsistent,2,negative,neutral,inconsistent,US,0,-1,0,-1,consistent,1,consistent,1,-1,0,-1
616,US,1,yesno,opinion,not sure,not sure,97,172,599,376,-75,-223,3,3,consistent,0,neutral,neutral,consistent,US,1,0,0,0,consistent,1,consistent,1,0,0,0
617,US,1,statement,opinion,NA,NA,415,455,1827,1740,-40,-87,NA,NA,consistent,0,neutral,neutral,consistent,US,1,0,0,0,consistent,1,consistent,1,0,0,0
618,US,1,yesno,opinion,not sure,not sure,149,262,1006,626,-113,-380,3,3,consistent,0,neutral,neutral,consistent,US,1,0,0,0,consistent,1,consistent,1,0,0,0
619,US,1,statement,opinion,NA,NA,414,495,1933,1885,-81,-48,NA,NA,consistent,0,positive,positive,consistent,US,1,1,1,0,consistent,1,consistent,1,1,1,0
620,US,1,statement,fact,NA,NA,169,198,486,553,-29,67,NA,NA,inconsistent,3,negative,neutral,inconsistent,US,0,-1,0,-1,inconsistent,0,inconsistent,0,-1,0,-1
621,US,1,statement,fact,NA,NA,31,37,100,101,-6,1,NA,NA,consistent,0,neutral,neutral,consistent,US,1,0,0,0,consistent,1,consistent,1,0,0,0
622,US,1,statement,fact,NA,NA,120,82,280,366,38,86,NA,NA,consistent,0,neutral,neutral,consistent,US,1,0,0,0,consistent,1,consistent,1,0,0,0
623,US,1,yesno,fact,yes,yes,155,152,633,556,3,-77,5,5,consistent,0,negative,neutral,consistent,US,1,-1,0,-1,consistent,1,consistent,1,-1,0,-1
624,US,1,yesno,fact,no,no,79,164,610,260,-85,-350,1,1,consistent,0,neutral,neutral,consistent,US,1,0,0,0,consistent,1,consistent,1,0,0,0
625,US,1,yesno,fact,yes,yes,142,164,616,487,-22,-129,5,5,consistent,0,neutral,neutral,consistent,US,1,0,0,0,consistent,1,consistent,1,0,0,0
626,US,1,yesno,opinion,probably yes,probably yes,64,131,534,224,-67,-310,4,4,consistent,0,neutral,negative,consistent,US,1,0,-1,1,consistent,1,consistent,1,0,-1,1
627,US,1,yesno,opinion,not sure,not sure,146,153,578,579,-7,1,3,3,consistent,0,neutral,neutral,consistent,US,1,0,0,0,consistent,1,consistent,1,0,0,0
628,US,1,yesno,opinion,probably no,probably no,264,176,746,983,88,237,2,2,consistent,0,positive,positive,consistent,US,1,1,1,0,consistent,1,consistent,1,1,1,0
629,US,1,yesno,opinion,not sure,probably yes,240,305,1074,813,-65,-261,3,4,somewhat consistent,1,negative,negative,consistent,US,1,-1,-1,0,consistent,1,consistent,1,-1,-1,0
630,US,1,yesno,opinion,probably no,not sure,129,144,536,476,-15,-60,2,3,somewhat consistent,1,positive,negative,consistent,US,1,1,-1,2,consistent,1,consistent,1,1,-1,2
631,US,1,yesno,opinion,not sure,not sure,166,276,1056,639,-110,-417,3,3,consistent,0,neutral,neutral,consistent,US,1,0,0,0,consistent,1,consistent,1,0,0,0
632,US,1,yesno,opinion,probably yes,probably yes,77,195,744,274,-118,-470,4,4,consistent,0,neutral,negative,consistent,US,1,0,-1,1,consistent,1,consistent,1,0,-1,1
633,US,1,yesno,opinion,probably no,not sure,104,152,658,408,-48,-250,2,3,somewhat consistent,1,neutral,neutral,consistent,US,1,0,0,0,consistent,1,consistent,1,0,0,0
634,US,1,yesno,opinion,probably yes,probably yes,128,290,1073,525,-162,-548,4,4,consistent,0,neutral,negative,consistent,US,1,0,-1,1,consistent,1,consistent,1,1,-1,2
635,US,1,yesno,opinion,yes,yes,139,115,448,529,24,81,5,5,consistent,0,positive,neutral,consistent,US,1,1,0,1,consistent,1,consistent,1,1,0,1
636,US,1,yesno,opinion,probably yes,probably yes,147,185,647,450,-38,-197,4,4,consistent,0,neutral,positive,consistent,US,1,0,1,-1,consistent,1,consistent,1,0,-1,1
637,US,1,yesno,opinion,probably yes,probably yes,87,153,623,333,-66,-290,4,4,consistent,0,negative,negative,consistent,US,1,-1,-1,0,consistent,1,consistent,1,-1,-1,0
638,US,1,yesno,opinion,probably yes,probably yes,261,301,1176,1058,-40,-118,4,4,consistent,0,negative,negative,consistent,US,1,-1,-1,0,consistent,1,consistent,1,-1,-1,0
639,US,1,yesno,opinion,not sure,probably yes,77,167,616,343,-90,-273,3,4,somewhat consistent,1,negative,negative,consistent,US,1,-1,-1,0,consistent,1,consistent,1,-1,-1,0
640,US,1,statement,fact,NA,NA,32,51,149,123,-19,-26,NA,NA,somewhat inconsistent,2,negative,negative,inconsistent,US,0,-1,-1,0,inconsistent,0,inconsistent,0,-1,-1,0
641,US,1,yesno,opinion,yes,yes,231,186,812,991,45,179,5,5,consistent,0,negative,negative,consistent,US,1,-1,-1,0,consistent,1,consistent,1,-1,-1,0
642,US,1,yesno,opinion,yes,yes,246,151,596,847,95,251,5,5,consistent,0,positive,positive,consistent,US,1,1,1,0,consistent,1,consistent,1,1,1,0
643,US,1,yesno,opinion,probably yes,probably yes,240,291,725,851,-51,126,4,4,consistent,0,neutral,neutral,consistent,US,1,0,0,0,consistent,1,consistent,1,0,0,0
644,US,1,yesno,opinion,probably no,probably no,125,140,599,535,-15,-64,2,2,consistent,0,positive,positive,consistent,US,1,1,1,0,consistent,1,consistent,1,1,1,0
645,US,1,yesno,opinion,yes,yes,91,105,413,302,-14,-111,5,5,consistent,0,neutral,negative,consistent,US,1,0,-1,1,consistent,1,consistent,1,0,-1,1
646,US,1,yesno,fact,yes,yes,164,206,777,453,-42,-324,5,5,consistent,0,neutral,neutral,consistent,US,1,0,0,0,consistent,1,consistent,1,0,0,0
647,US,1,yesno,opinion,probably no,probably no,246,223,847,860,23,13,2,2,consistent,0,neutral,negative,consistent,US,1,0,-1,1,consistent,1,consistent,1,0,0,0
648,US,1,yesno,fact,probably yes,not sure,81,103,364,281,-22,-83,4,3,somewhat consistent,1,neutral,neutral,consistent,US,1,0,0,0,consistent,1,consistent,1,-1,0,-1
649,US,1,yesno,fact,yes,yes,134,226,735,353,-92,-382,5,5,consistent,0,neutral,neutral,consistent,US,1,0,0,0,consistent,1,consistent,1,0,0,0
650,US,1,yesno,opinion,probably yes,probably yes,130,154,603,456,-24,-147,4,4,consistent,0,neutral,negative,consistent,US,1,0,-1,1,consistent,1,consistent,1,0,-1,1
651,US,1,yesno,opinion,not sure,not sure,111,123,441,413,-12,-28,3,3,consistent,0,neutral,neutral,consistent,US,1,0,0,0,consistent,1,consistent,1,0,0,0
652,US,1,statement,opinion,NA,NA,323,166,621,991,157,370,NA,NA,somewhat consistent,1,negative,negative,consistent,US,1,-1,-1,0,consistent,1,consistent,1,-1,-1,0
653,US,1,statement,opinion,NA,NA,350,341,1281,1279,9,-2,NA,NA,somewhat inconsistent,2,neutral,negative,inconsistent,US,0,0,-1,1,consistent,1,consistent,1,-1,-1,0
654,US,1,yesno,opinion,not sure,not sure,83,293,1021,335,-210,-686,3,3,consistent,0,neutral,neutral,consistent,US,1,0,0,0,consistent,1,consistent,1,0,0,0
655,US,1,yesno,opinion,yes,yes,150,182,701,687,-32,-14,5,5,consistent,0,negative,negative,consistent,US,1,-1,-1,0,consistent,1,consistent,1,-1,-1,0
656,US,1,statement,fact,NA,NA,104,93,317,304,11,-13,NA,NA,somewhat consistent,1,neutral,neutral,consistent,US,1,0,0,0,consistent,1,consistent,1,0,0,0
657,US,1,statement,fact,NA,NA,95,39,114,329,56,215,NA,NA,consistent,0,neutral,neutral,consistent,US,1,0,0,0,consistent,1,consistent,1,0,0,0
658,US,1,statement,fact,NA,NA,93,138,420,265,-45,-155,NA,NA,consistent,0,neutral,neutral,consistent,US,1,0,0,0,consistent,1,consistent,1,0,0,0
659,US,1,statement,fact,NA,NA,73,105,272,229,-32,-43,NA,NA,consistent,0,neutral,neutral,consistent,US,1,0,0,0,consistent,1,consistent,1,0,0,0
660,US,1,statement,fact,NA,NA,97,97,292,294,0,2,NA,NA,somewhat inconsistent,2,negative,neutral,inconsistent,US,0,-1,0,-1,inconsistent,0,inconsistent,0,-1,0,-1
661,US,1,statement,fact,NA,NA,57,95,301,179,-38,-122,NA,NA,somewhat inconsistent,2,neutral,neutral,inconsistent,US,0,0,0,0,inconsistent,0,inconsistent,0,0,0,0
662,US,1,statement,opinion,NA,NA,408,348,1356,1476,60,120,NA,NA,somewhat inconsistent,2,neutral,negative,inconsistent,US,0,0,-1,1,consistent,1,consistent,1,0,-1,1
663,US,1,statement,opinion,NA,NA,131,142,524,454,-11,-70,NA,NA,somewhat consistent,1,negative,negative,consistent,US,1,-1,-1,0,consistent,1,consistent,1,-1,-1,0
664,US,1,yesno,fact,probably yes,probably yes,111,114,459,420,-3,-39,4,4,consistent,0,negative,neutral,consistent,US,1,-1,0,-1,consistent,1,consistent,1,-1,0,-1
665,US,1,yesno,opinion,probably yes,probably yes,129,160,657,431,-31,-226,4,4,consistent,0,negative,negative,consistent,US,1,-1,-1,0,consistent,1,consistent,1,-1,-1,0
666,US,1,yesno,opinion,probably yes,yes,121,135,552,406,-14,-146,4,5,somewhat consistent,1,negative,negative,consistent,US,1,-1,-1,0,consistent,1,consistent,1,-1,-1,0
667,US,1,yesno,opinion,probably yes,probably yes,117,159,645,519,-42,-126,4,4,consistent,0,negative,negative,consistent,US,1,-1,-1,0,consistent,1,consistent,1,-1,-1,0
668,US,1,yesno,fact,probably yes,yes,142,189,637,425,-47,-212,4,5,somewhat consistent,1,negative,negative,consistent,US,1,-1,-1,0,consistent,1,consistent,1,-1,-1,0
669,US,1,yesno,opinion,not sure,not sure,120,167,646,428,-47,-218,3,3,consistent,0,neutral,neutral,consistent,US,1,0,0,0,consistent,1,consistent,1,0,0,0
670,US,1,yesno,fact,yes,yes,256,182,674,911,74,237,5,5,consistent,0,negative,negative,consistent,US,1,-1,-1,0,consistent,1,consistent,1,-1,-1,0
671,US,1,yesno,opinion,yes,yes,127,112,419,444,15,25,5,5,consistent,0,negative,negative,consistent,US,1,-1,-1,0,consistent,1,consistent,1,-1,-1,0
672,US,1,yesno,fact,yes,yes,95,64,248,342,31,94,5,5,consistent,0,negative,neutral,consistent,US,1,-1,0,-1,consistent,1,consistent,1,-1,0,-1
673,US,1,yesno,opinion,yes,yes,257,316,1129,950,-59,-179,5,5,consistent,0,negative,negative,consistent,US,1,-1,-1,0,consistent,1,consistent,1,-1,-1,0
674,US,1,yesno,fact,yes,yes,135,114,456,455,21,-1,5,5,consistent,0,negative,negative,consistent,US,1,-1,-1,0,consistent,1,consistent,1,-1,-1,0
675,US,1,statement,opinion,NA,NA,134,309,1052,483,-175,-569,NA,NA,somewhat inconsistent,2,neutral,negative,inconsistent,US,0,0,-1,1,inconsistent,0,consistent,1,0,-1,1
676,US,1,yesno,opinion,probably yes,yes,165,160,647,638,5,-9,4,5,somewhat consistent,1,positive,negative,consistent,US,1,1,-1,2,consistent,1,consistent,1,1,-1,2
677,US,1,yesno,fact,yes,yes,203,134,457,586,69,129,5,5,consistent,0,negative,negative,consistent,US,1,-1,-1,0,consistent,1,consistent,1,-1,-1,0
678,US,1,statement,fact,NA,NA,205,294,739,597,-89,-142,NA,NA,somewhat consistent,1,positive,positive,consistent,US,1,1,1,0,consistent,1,consistent,1,1,1,0
679,US,1,statement,opinion,NA,NA,347,137,478,1269,210,791,NA,NA,somewhat inconsistent,2,negative,negative,inconsistent,US,0,-1,-1,0,inconsistent,0,inconsistent,0,-1,-1,0
680,US,1,yesno,opinion,not sure,not sure,91,134,480,348,-43,-132,3,3,consistent,0,negative,negative,consistent,US,1,-1,-1,0,consistent,1,consistent,1,-1,-1,0
681,US,1,yesno,opinion,probably yes,probably yes,245,157,650,842,88,192,4,4,consistent,0,negative,negative,consistent,US,1,-1,-1,0,consistent,1,consistent,1,-1,-1,0
682,US,1,yesno,opinion,not sure,not sure,81,147,578,275,-66,-303,3,3,consistent,0,positive,neutral,consistent,US,1,1,0,1,consistent,1,consistent,1,1,-1,2
683,US,1,statement,fact,NA,NA,51,72,252,164,-21,-88,NA,NA,inconsistent,3,neutral,negative,inconsistent,US,0,0,-1,1,inconsistent,0,consistent,1,0,1,-1
684,US,1,statement,opinion,NA,NA,115,168,537,426,-53,-111,NA,NA,somewhat inconsistent,2,negative,neutral,inconsistent,US,0,-1,0,-1,inconsistent,0,consistent,1,-1,0,-1
685,US,1,yesno,opinion,yes,yes,66,126,365,221,-60,-144,5,5,consistent,0,neutral,negative,consistent,US,1,0,-1,1,consistent,1,consistent,1,0,-1,1
686,US,1,yesno,fact,not sure,probably yes,5,85,310,15,-80,-295,3,4,somewhat consistent,1,neutral,neutral,consistent,US,1,0,0,0,consistent,1,consistent,1,0,-1,1
687,US,1,yesno,opinion,yes,yes,245,330,1173,872,-85,-301,5,5,consistent,0,negative,negative,consistent,US,1,-1,-1,0,consistent,1,consistent,1,-1,-1,0
688,US,1,statement,opinion,NA,NA,469,559,2036,1608,-90,-428,NA,NA,somewhat consistent,1,neutral,negative,consistent,US,1,0,-1,1,consistent,1,consistent,1,-1,-1,0
689,US,1,statement,fact,NA,NA,41,91,235,143,-50,-92,NA,NA,consistent,0,neutral,negative,consistent,US,1,0,-1,1,consistent,1,consistent,1,0,-1,1
690,US,1,statement,fact,NA,NA,113,153,460,335,-40,-125,NA,NA,somewhat consistent,1,neutral,neutral,consistent,US,1,0,0,0,consistent,1,inconsistent,0,0,0,0
691,US,1,statement,fact,NA,NA,108,74,238,312,34,74,NA,NA,consistent,0,neutral,neutral,consistent,US,1,0,0,0,consistent,1,consistent,1,0,0,0
692,US,1,yesno,fact,yes,yes,77,123,519,264,-46,-255,5,5,consistent,0,negative,negative,consistent,US,1,-1,-1,0,consistent,1,consistent,1,-1,-1,0
693,US,1,yesno,fact,yes,yes,88,57,213,343,31,130,5,5,consistent,0,negative,negative,consistent,US,1,-1,-1,0,consistent,1,consistent,1,-1,-1,0
694,US,1,yesno,fact,yes,yes,142,134,485,481,8,-4,5,5,consistent,0,negative,negative,consistent,US,1,-1,-1,0,consistent,1,consistent,1,-1,-1,0
695,US,1,yesno,opinion,not sure,not sure,216,120,489,911,96,422,3,3,consistent,0,neutral,neutral,consistent,US,1,0,0,0,consistent,1,consistent,1,-1,0,-1
696,US,1,yesno,opinion,probably yes,probably yes,129,100,408,459,29,51,4,4,consistent,0,positive,negative,consistent,US,1,1,-1,2,consistent,1,consistent,1,-1,-1,0
697,US,1,yesno,opinion,not sure,not sure,90,283,991,366,-193,-625,3,3,consistent,0,neutral,neutral,consistent,US,1,0,0,0,consistent,1,consistent,1,0,0,0
698,US,1,yesno,opinion,probably yes,probably yes,88,171,460,339,-83,-121,4,4,consistent,0,negative,negative,consistent,US,1,-1,-1,0,consistent,1,consistent,1,-1,1,-2
699,US,1,statement,fact,NA,NA,221,145,542,773,76,231,NA,NA,consistent,0,negative,negative,consistent,US,1,-1,-1,0,consistent,1,consistent,1,-1,-1,0
700,US,1,statement,fact,NA,NA,136,176,532,465,-40,-67,NA,NA,consistent,0,negative,negative,consistent,US,1,-1,-1,0,consistent,1,consistent,1,-1,-1,0
701,US,1,yesno,opinion,not sure,not sure,122,104,372,481,18,109,3,3,consistent,0,neutral,neutral,consistent,US,1,0,0,0,consistent,1,consistent,1,0,0,0
702,US,1,yesno,fact,yes,yes,111,102,424,447,9,23,5,5,consistent,0,neutral,neutral,consistent,US,1,0,0,0,consistent,1,consistent,1,0,0,0
703,US,1,yesno,fact,yes,yes,101,173,633,344,-72,-289,5,5,consistent,0,negative,neutral,consistent,US,1,-1,0,-1,consistent,1,consistent,1,-1,0,-1
704,US,1,yesno,fact,yes,yes,77,229,669,327,-152,-342,5,5,consistent,0,negative,neutral,consistent,US,1,-1,0,-1,consistent,1,consistent,1,-1,0,-1
705,US,1,yesno,fact,not sure,yes,49,103,394,160,-54,-234,3,5,somewhat inconsistent,2,neutral,negative,inconsistent,US,0,0,-1,1,consistent,1,consistent,1,-1,-1,0
706,US,1,yesno,opinion,probably yes,not sure,68,170,637,318,-102,-319,4,3,somewhat consistent,1,negative,negative,consistent,US,1,-1,-1,0,consistent,1,consistent,1,-1,-1,0
707,US,1,yesno,fact,no,no,55,105,393,216,-50,-177,1,1,consistent,0,neutral,neutral,consistent,US,1,0,0,0,consistent,1,consistent,1,0,0,0
708,US,1,yesno,fact,yes,yes,137,233,734,531,-96,-203,5,5,consistent,0,negative,negative,consistent,US,1,-1,-1,0,consistent,1,consistent,1,-1,-1,0
709,US,1,statement,fact,NA,NA,111,86,341,388,25,47,NA,NA,consistent,0,neutral,negative,consistent,US,1,0,-1,1,consistent,1,consistent,1,0,0,0
710,US,1,yesno,fact,yes,yes,113,115,338,341,-2,3,5,5,consistent,0,neutral,neutral,consistent,US,1,0,0,0,consistent,1,consistent,1,0,0,0
711,US,1,yesno,fact,yes,yes,97,172,608,277,-75,-331,5,5,consistent,0,neutral,negative,consistent,US,1,0,-1,1,consistent,1,consistent,1,0,-1,1
712,US,1,yesno,opinion,not sure,probably yes,106,178,625,386,-72,-239,3,4,somewhat consistent,1,neutral,negative,consistent,US,1,0,-1,1,consistent,1,consistent,1,-1,-1,0
713,US,1,yesno,fact,yes,yes,129,106,410,434,23,24,5,5,consistent,0,negative,neutral,consistent,US,1,-1,0,-1,consistent,1,consistent,1,-1,0,-1
714,US,1,statement,fact,NA,NA,218,209,571,692,9,121,NA,NA,consistent,0,negative,negative,consistent,US,1,-1,-1,0,consistent,1,consistent,1,-1,-1,0
715,US,1,yesno,fact,yes,yes,72,147,610,254,-75,-356,5,5,consistent,0,negative,negative,consistent,US,1,-1,-1,0,consistent,1,consistent,1,-1,-1,0
716,US,1,yesno,opinion,not sure,probably yes,87,163,741,321,-76,-420,3,4,somewhat consistent,1,positive,neutral,consistent,US,1,1,0,1,consistent,1,consistent,1,1,0,1
717,US,1,yesno,opinion,yes,probably no,129,189,652,386,-60,-266,5,2,inconsistent,3,negative,positive,inconsistent,US,0,-1,1,-2,consistent,1,inconsistent,0,-1,1,-2
